Brand,Model,Price,MatchingCode
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
,,379.0,1067475
ZTE,BladeL2,56.11,1069958
HTC,OneM8,279.49,1071235
HTC,One,169.9,1071236
HTC,One,169.9,1071236
HTC,One,169.9,1071236
HTC,One,169.9,1071236
HTC,One,169.9,1071236
HTC,One,228.62,1071236
bq,C000060-,90.0,1075778
bq,C000060-,90.0,1075778
Mobistel,CynusT6,680.76,1076345
LG,G3,299.9,1076820
LG,G3,299.9,1076820
LG,G3,299.9,1076820
LG,G3,269.0,1076829
LG,G3,269.0,1076829
LG,G3,269.0,1076829
LG,G3,269.0,1076829
LG,G3,219.0,1076829
,,89.99,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,99.0,1077547
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
,,199.99,1077548
Energy,"PhoneProQi-interna,2xSIM,Qi,GPS,NFCyMHL),",140.0,1081425
Samsung,"GalaxyS416GB,",96.99,1083340
Samsung,"GalaxyS416GB,",99.95,1083340
Samsung,"GalaxyS416GB,",118.85,1083340
Samsung,"GalaxyS416GB,",118.85,1083340
Samsung,"GalaxyS416GB,",124.9,1083340
Sony,Xperia,135.0,1084160
,LGL65,117.99,1087899
Samsung,GalaxyYOUNG2,179.78,1087919
Samsung,GalaxyYOUNG2,179.78,1087919
Samsung,GalaxyYOUNG2,179.78,1087919
Samsung,GalaxyYOUNG2,179.78,1087919
Samsung,GalaxyYOUNG2,179.78,1087919
Samsung,GalaxyS5,329.0,1095012
Samsung,GalaxyS5,329.0,1095012
Samsung,GalaxyS5MiniSm-G800,102.49,1095012
Samsung,GalaxyS5,195.1,1095012
Samsung,GalaxyS5,290.35,1095012
Samsung,GalaxyS5,408.27,1095012
Samsung,GalaxyS5,199.99,1095013
Samsung,GalaxyS5,295.95,1095015
Samsung,GalaxyS5,295.95,1095015
Samsung,GalaxyS5,295.95,1095015
Samsung,GalaxyS5,256.0,1095015
Samsung,GalaxyS5,399.0,1095015
Samsung,GalaxyS3Neo,199.0,1096145
Samsung,GalaxyS3Neo,199.0,1096145
